ID,Title,Price,Description,Hashtags
e36210842,☆Phiharmonic愛樂工坊☆-小提琴弱音器,300,金屬材料弱音效果為佳 有任何問題歡迎提出 本商場還有更多有關提琴專業的產品喔~ 圖3  NT.:450,[]
1212335024,日本原裝 ☆雅緻 ☆↗高音譜記號筆 黑白雙色,280,雅緻的鋼筆 不論黑或白 都能增添您與眾不同的氣質,[]
c79703684,日本進口雨田貓咪～L型檔案夾,90,*L型資料夾讓資料不會零零散散不知去處 *多種款式可選 *拿來收藏也是不錯的選擇,[]
1242259692,☆ 日本原裝進口，樂器別針 ☆,120,小提琴 法國號 薩克斯風 8分音府 高音譜號,[]
1212236461,日本原裝 進口☆精緻 ☆↗音符手錶,800,精緻可愛的音符手錶 皮製的錶帶　共有三種顏色 增添您的風采       皮製錶帶後段有高音譜號,[]
f21161680,☆Denis Wick  5504小喇叭弱音器,1500,Denis Wick 5504 小喇叭/小號  弱音器 全新原裝進口，行家首選 特價1500免運費 歡迎參觀我的飾品賣場唷 ☆謝謝各位舊雨新知的捧場，本賣場將把音樂飾品另闢新賣場 Y2740160134，歡迎蒞臨參觀！,[]
b88389968,☆Phiharmonic愛樂工坊☆-Kaplan E 弦,250,☆這是一款極特殊、更精工的弦，強調在去除雜音，使音色更為乾淨。 歡迎參觀我的飾品賣場唷,[]
f40452532,☆Phiharmonic愛樂工坊☆-大提琴 陶瓷藝術容器,2880,這是一對產於1956年日本 LEFTON 陶瓷株式會社 的大提琴花瓶.可至於平台or 桌面.亦可掛於牆上 秀麗的金漆彩繪.優雅細緻的質感 一對 NT5000,[]
e78571739,☆Phiharmonic愛樂工坊☆- KAWAI 平台一手鋼琴  KF-1,238000,"KAWAI是鋼琴製造業中,歷史最悠久的專門製造鋼琴的 家族性企業 。KAWAI是目前唯一一家將自己的姓氏作為鋼琴商標的鋼琴工廠。 kawai平台鋼琴豐富的技術製造經驗，特別顯示是在完美的KF-1機型裡。 因為要改裝潢----這是展示於公司門市的一手琴喔 ! 長度         164CM 重量          270KG 顏色           Black",[]
f11736518,☆Phiharmonic愛樂工坊☆-大提琴金屬弱音器(黑),600,金屬材質效果為佳 有任何問題歡迎提出 本商場還有更多有關提琴專業的產品喔~ 歡迎參觀我的飾品賣場唷,[]
e44448293,☆BAM    Hitech  中提琴盒.小提琴盒,24000,BAM    Hitech  中提琴盒 ☆氣密性極佳 ☆外層為BAM高科技技術，含有三個夾層，高性能塑材加上標準的ABS，能強固和增加物品亮度 ☆Color:黑碳/碳銀 ☆大小:82*30.5*13 謝謝各位舊雨新知的捧場，本賣場將把音樂飾品另闢新賣場 Y2740160134，歡迎蒞臨參觀！迎參觀我的飾品賣場唷,[]
e44448293,☆BAM    Hitech  中提琴盒.小提琴盒,24000,BAM    Hitech  中提琴盒 ☆氣密性極佳 ☆外層為BAM高科技技術，含有三個夾層，高性能塑材加上標準的ABS，能強固和增加物品亮度 ☆Color:黑碳/碳銀 ☆大小:82*30.5*13 謝謝各位舊雨新知的捧場，本賣場將把音樂飾品另闢新賣場 Y2740160134，歡迎蒞臨參觀！迎參觀我的飾品賣場唷,[]
b102956061,☆Phiharmonic愛樂工坊☆-日本原裝SUZUKI 小提琴附原裝日製盒&簽名弓,16800,"這是個 日本原裝SUZUKI 小提琴附""原裝日製盒"" &"" 簽名弓."" 光是這日製琴盒就值了八千多台幣.台灣進口要 5百系列以上才有這 等配備可添購. 此把小提琴 音色乾淨.絕無僅有.物超所值",[]
1225949984,☆日本進口，Hello Kitty 24K純金鍍&SV1000純銀  絕版手機吊飾,4800,超 KAWAI 日本原裝　HELLO  KITTY　gold $silver precous metal strap 真皮飾金手機吊飾. 1.　24K 純金鍍金 2.    SV 1000 純銀,[]
e45743644,☆Phiharmonic愛樂工坊☆-Wondertone Solo violin string小提琴弦,2200,小叮嚀：由於琴弦廠牌眾多，當心買到囤積貨， 品質相差甚遠。切忌勿貪小便宜喔^^ 如有興趣購買請提問，謝謝^^ 有任何問題歡迎提出 本商場還有更多有關提琴專業的產 品喔~ 歡迎參觀我的飾品賣場 ☆謝謝各位舊雨新知的捧場，本賣場將把音樂飾品另闢新賣場 Y2740160134，歡迎蒞臨參觀！唷,[]
f11736518,☆Phiharmonic愛樂工坊☆-大提琴金屬弱音器(黑),600,金屬材質效果為佳 有任何問題歡迎提出 本商場還有更多有關提琴專業的產品喔~ 歡迎參觀我的飾品賣場唷,[]
d44441405,☆Phiharmonic愛樂工坊☆-KUN-VOCE肩墊,2980,原產地：加拿大 產品特色：為全球知名提琴肩墊大廠，使用上相當舒適。 利用特殊製材碳纖維，耐用　堅固。 有任何問題歡迎提出 本 商場還有更多有關提琴專業的產品喔~,[]
b54517026,☆Phiharmonic愛樂工坊☆-Pirastro Chromcor 大提弦,4900,小叮嚀：由於琴弦廠牌眾多，當心買到囤積貨 ，品質相差 甚遠。切忌勿貪小便宜喔^^ 有任何問題歡迎提出 本商場還有更多有關提琴專業的產品喔~,[]
d59568400,日本進口-圓柱12色色鉛筆,360,*圓柱造型的筆筒 *內有十二種顏色的色鉛筆 *筆上有可愛的音符圖案喔,[]
f21161680,☆Denis Wick  5504小喇叭弱音器,1500,Denis Wick 5504 小喇叭/小號  弱音器 全新原裝進口，行家首選 特價1500免運費 歡迎參觀我的飾品賣場唷 ☆謝謝各位舊雨新知的捧場，本賣場將把音樂飾品另闢新賣場 Y2740160134，歡迎蒞臨參觀！,[]
d76181276,日本原裝進口-小熊樂手,350,*白色瓷器小熊 *可收藏一整套組成可愛的交響樂隊 *60*50*50mm 內容更新: 2012-10-25 18:36 任單一小熊價,[]
1227500192,**歐洲精品收藏家 COLLECTION ** 名品義大利限量精品 REUGE 手工音樂珠寶盒,18000,"義大利限量精品 REUGE 手工音樂盒 MADE IN ITALY SORRENTO .義大利 索倫托製造... 瑞士製造的''REUGE',音樂鈴, 與瑞士製造的名錶 . 齊名於世界. 成立於1865年的瑞士REUGE機械式音樂盒 是當今世界上最知名的精密機械式音樂盒製造公司 傳承瑞士聞名的精密機械設計及製造技術 ,至今尚無任何其他品牌的音樂盒可與之相比 ˙ 義大利精緻的木工藝 + 瑞士名器就是 非常值得珍藏的珠寶盒~ HANDMADE  手工製做～精緻可爱。 歐美收藏家的最愛 華麗細緻˙無與倫比 音樂盒的 旋律 是     Pour Elise 。 尺寸:     21cm *  13.5cm 。   *附鑰匙 ☆謝謝各位舊雨新知的捧場，本賣場將把音樂飾品另闢新賣場 Y2740160134，歡迎蒞臨參觀！",[]
b58754337,☆BAM經典優雅小提琴盒,99999,BAM經典優雅小提琴盒 ☆外層為防水面料 ☆內層為高密度聚氨酯可防熱，及ABS的強固結構 ☆COLOR:黑色&銀色&孛跟第酒紅 3 ☆重量:2.9kg ☆謝謝各位舊雨新知的捧場，,[]
f52164986,☆Phiharmonic愛樂工坊☆-Pirastro Obligato 中提琴弦,2800,由於琴弦廠牌眾多， 當心買到囤積貨，品質相差 甚遠。 切忌勿貪小便宜喔^^ 有任何問題歡迎提出 本商場還有更多有關提琴專業的產品喔~ 歡迎參觀我的飾品賣場唷,[]
e43863795,日本原裝進口 ☆經典 ☆↗皮製收納盒,400,"精緻的皮製收納盒 漂亮的外型，可做鉛筆盒也能當化妝盒使用 增添您與眾不同的優雅氣質

                ''另有琴鍵圖型包''",[]
